,precision,recall,f1-score,support
positive,0.6108918705603789,0.5540443808160344,0.581081081081081,1397.0
neutral,0.07142857142857142,0.002320185614849188,0.0044943820224719105,431.0
negative,0.6846501914375217,0.8456577815993122,0.7566839776880169,2326.0
accuracy,0.660086663456909,0.660086663456909,0.660086663456909,0.660086663456909
macro avg,0.45565687780882397,0.4673407826767319,0.4474198135971899,4154.0
weighted avg,0.5962200295479632,0.660086663456909,0.6195845645219747,4154.0
