,precision,recall,f1-score,support
positive,0.8240223463687151,0.7690302398331595,0.7955771305285868,1918.0
neutral,0.7356770833333334,0.6992574257425742,0.7170050761421319,1616.0
negative,0.5929352396972245,0.7186544342507645,0.6497695852534562,981.0
accuracy,0.7331118493909191,0.7331118493909191,0.7331118493909191,0.7331118493909191
macro avg,0.7175448897997576,0.7289806999421661,0.7207839306413918,4515.0
weighted avg,0.7421923581716146,0.7331118493909191,0.7357743305721274,4515.0
