,precision,recall,f1-score,support
positive,0.8585131894484412,0.7726618705035971,0.8133282847406286,1390.0
neutral,0.5982991495747874,0.8136054421768707,0.6895358893052753,1470.0
negative,0.7445109780439122,0.5359195402298851,0.6232247284878863,1392.0
accuracy,0.70931326434619,0.70931326434619,0.70931326434619,0.70931326434619
macro avg,0.7337744390223803,0.7073956176367844,0.7086963008445967,4252.0
weighted avg,0.7312305655327836,0.70931326434619,0.7082956009227108,4252.0
