,precision,recall,f1-score,support
positive,0.8472468916518651,0.8153846153846154,0.8310104529616724,1755.0
neutral,0.7191780821917808,0.5869200670765791,0.6463527239150508,1789.0
negative,0.6471680594243269,0.7924957362137578,0.7124968055200613,1759.0
accuracy,0.7307184612483499,0.7307184612483499,0.7307184612483499,0.7307184612483499
macro avg,0.7378643444226576,0.7316001395583175,0.7299533274655948,5303.0
weighted avg,0.7376761267994549,0.7307184612483499,0.7294041578241653,5303.0
