,precision,recall,f1-score,support
negative,0.6135458167330677,0.7879476975554293,0.6898954703832753,1759.0
neutral,0.6851990984222389,0.509782001117943,0.5846153846153846,1789.0
positive,0.7933450087565674,0.7743589743589744,0.7837370242214533,1755.0
accuracy,0.6896096549123137,0.6896096549123137,0.6896096549123137,0.6896096549123137
macro avg,0.6973633079706247,0.6906962243441156,0.6860826264067045,5303.0
weighted avg,0.6972220948667975,0.6896096549123137,0.6854349487063464,5303.0
