,precision,recall,f1-score,support
negative,0.575825266815587,0.9974204643164231,0.7301337529504327,2326.0
neutral,0.0,0.0,0.0,431.0
positive,0.928,0.08303507516105942,0.15243101182654403,1397.0
accuracy,0.5864227250842562,0.5864227250842562,0.5864227250842562,0.5864227250842562
macro avg,0.501275088938529,0.36015184649249415,0.2941882549256589,4154.0
weighted avg,0.6345174700561039,0.5864227250842562,0.46009562659710845,4154.0
