,precision,recall,f1-score,support
negative,0.6687763713080169,0.7208641273450824,0.693844049247606,1759.0
neutral,0.6608084358523726,0.6305198434879821,0.6453089244851259,1789.0
positive,0.7970588235294118,0.7720797720797721,0.784370477568741,1755.0
accuracy,0.7073354704884028,0.7073354704884028,0.7073354704884028,0.7073354704884028
macro avg,0.7088812102299338,0.7078212476376121,0.7078411504338243,5303.0
weighted avg,0.7085427426296086,0.7073354704884028,0.7074296693689552,5303.0
