,precision,recall,f1-score,support
negative,0.8913043478260869,0.43478260869565216,0.5844618674269423,943.0
neutral,0.638135593220339,0.9290561381863047,0.7565938206480783,1621.0
positive,0.8584686774941995,0.6618962432915921,0.7474747474747475,1118.0
accuracy,0.7213470939706681,0.7213470939706681,0.7213470939706681,0.7213470939706681
macro avg,0.7959695395135418,0.6752449967245163,0.6961768118499227,3682.0
weighted avg,0.7698766371669431,0.7213470939706681,0.7097400575586391,3682.0
