,precision,recall,f1-score,support
negative,0.794162826420891,0.5482502651113468,0.6486825595984943,943.0
neutral,0.6855538540071465,0.8285009253547193,0.7502793296089385,1621.0
positive,0.7714552238805971,0.7397137745974955,0.7552511415525114,1118.0
accuracy,0.7297664312873439,0.7297664312873439,0.7297664312873439,0.7297664312873439
macro avg,0.7503906347695448,0.7054883216878539,0.7180710102533148,3682.0
weighted avg,0.7394528199236806,0.7297664312873439,0.7257689362447521,3682.0
