,precision,recall,f1-score,support
negative,0.6863354037267081,0.4505606523955148,0.544,981.0
neutral,0.6727793696275072,0.7264851485148515,0.6986016066646832,1616.0
positive,0.729068673565381,0.808133472367049,0.7665677546983185,1918.0
accuracy,0.701218161683278,0.701218161683278,0.701218161683278,0.701218161683278
macro avg,0.6960611489731988,0.6617264244258051,0.6697231204543339,4515.0
weighted avg,0.6996368124634226,0.701218161683278,0.6938828681908091,4515.0
