,precision,recall,f1-score,support
negative,0.6323185011709602,0.9286328460877042,0.7523510971786834,2326.0
neutral,0.0,0.0,0.0,431.0
positive,0.7005420054200542,0.3700787401574803,0.48430913348946136,1397.0
accuracy,0.644439094848339,0.644439094848339,0.644439094848339,0.644439094848339
macro avg,0.44428683553033815,0.4329038620817282,0.41222007688938156,4154.0
weighted avg,0.5896557571727177,0.644439094848339,0.5841474510164649,4154.0
