,precision,recall,f1-score,support
negative,0.8515625,0.1111111111111111,0.19657348963029755,981.0
neutral,0.6666666666666666,0.7029702970297029,0.6843373493975904,1616.0
positive,0.6280283265001864,0.87851929092805,0.7324494675070636,1918.0
accuracy,0.6489479512735327,0.6489479512735327,0.6489479512735327,0.6489479512735327
macro avg,0.715419164388951,0.5642002330229547,0.5377867688449839,4515.0
weighted avg,0.6904262405450035,0.6489479512735327,0.5987964183017445,4515.0
