,precision,recall,f1-score,support
negative,0.661929940515532,0.8611349957007739,0.7485052316890882,2326.0
neutral,0.1,0.002320185614849188,0.0045351473922902496,431.0
positive,0.6189624329159212,0.49534717251252686,0.5502982107355865,1397.0
accuracy,0.6490129995185363,0.6490129995185363,0.6490129995185363,0.6490129995185363
macro avg,0.46029745781048437,0.45293411794271665,0.434446196605655,4154.0
weighted avg,0.5891765913391115,0.6490129995185363,0.6046568170034932,4154.0
