,precision,recall,f1-score,support
negative,0.739294710327456,0.6224814422057264,0.6758779504893494,943.0
neutral,0.7052518756698821,0.811844540407156,0.7548035560653857,1621.0
positive,0.8003913894324853,0.7316636851520573,0.7644859813084112,1118.0
accuracy,0.7390005431830526,0.7390005431830526,0.7390005431830526,0.7390005431830526
macro avg,0.7483126584766078,0.7219965559216467,0.7317224959543821,3682.0
weighted avg,0.7428587114842989,0.7390005431830526,0.7375298204226645,3682.0
