,precision,recall,f1-score,support
negative,0.6498346859032161,0.9294926913155632,0.764903591013621,2326.0
neutral,0.0,0.0,0.0,431.0
positive,0.7013301088270859,0.41517537580529706,0.5215827338129496,1397.0
accuracy,0.660086663456909,0.660086663456909,0.660086663456909,0.660086663456909
macro avg,0.4503882649101007,0.4482226890402868,0.4288287749421902,4154.0
weighted avg,0.59972884964909,0.660086663456909,0.6037113220593099,4154.0
