,precision,recall,f1-score,support
negative,0.6334894613583139,0.5514780835881753,0.5896457765667575,981.0
neutral,0.7110969387755102,0.6899752475247525,0.7003768844221105,1616.0
positive,0.7439082656473961,0.8117831074035453,0.7763649962602842,1918.0
accuracy,0.7116279069767442,0.7116279069767442,0.7116279069767442,0.7116279069767442
macro avg,0.69616488859374,0.6844121461721576,0.6887958857497174,4515.0
weighted avg,0.7081731712437289,0.7116279069767442,0.7085979213433765,4515.0
