,precision,recall,f1-score,support
negative,0.7351851851851852,0.6770892552586697,0.7049422906185262,1759.0
neutral,0.6481844946025516,0.7384013415315819,0.6903579827541155,1789.0
positive,0.8030395136778116,0.7527065527065527,0.7770588235294118,1755.0
accuracy,0.7227984159909485,0.7227984159909485,0.7227984159909485,0.7227984159909485
macro avg,0.7288030644885161,0.7227323831656015,0.7241196989673512,5303.0
weighted avg,0.7282909953025202,0.7227984159909485,0.7238887715706616,5303.0
