,precision,recall,f1-score,support
negative,0.8184764991896273,0.5355249204665959,0.6474358974358975,943.0
neutral,0.6728884741017266,0.8895743368291178,0.7662061636556854,1621.0
positive,0.8351409978308026,0.6887298747763864,0.7549019607843137,1118.0
accuracy,0.7379141770776751,0.7379141770776751,0.7379141770776751,0.7379141770776751
macro avg,0.7755019903740522,0.7046097106907,0.7228480072919655,3682.0
weighted avg,0.7594413880579997,0.7379141770776751,0.7323554141023303,3682.0
